time_step_0,time_step_1,time_step_2,time_step_3,time_step_4,time_step_5,time_step_6,time_step_7,time_step_8,time_step_9,time_step_10,time_step_11,time_step_12,time_step_13,time_step_14,time_step_15,time_step_16,time_step_17,time_step_18,time_step_19,time_step_20,time_step_21,time_step_22,time_step_23,time_step_24,time_step_25,time_step_26,time_step_27,time_step_28,time_step_29,time_step_30,time_step_31,time_step_32,time_step_33,time_step_34,time_step_35,time_step_36,time_step_37,time_step_38,time_step_39,time_step_40,time_step_41,time_step_42,time_step_43,time_step_44,time_step_45,time_step_46,time_step_47,time_step_48,time_step_49,time_step_50,time_step_51,time_step_52,time_step_53,time_step_54,time_step_55,time_step_56,time_step_57,time_step_58,time_step_59,time_step_60,time_step_61,time_step_62,time_step_63,time_step_64,time_step_65,time_step_66,time_step_67,time_step_68,time_step_69,time_step_70,time_step_71,time_step_72,time_step_73,time_step_74,time_step_75,time_step_76,time_step_77,time_step_78,time_step_79,time_step_80,time_step_81,time_step_82,time_step_83,time_step_84,time_step_85,time_step_86,time_step_87,time_step_88,time_step_89,time_step_90,time_step_91,time_step_92,time_step_93,time_step_94,time_step_95,time_step_96,time_step_97,time_step_98,time_step_99,class
-0.13826430117118466,-0.030561714147969182,-0.013988599650939092,-0.025679186552413174,0.1452624291891237,0.16962134253205435,0.026078555924817746,0.0355612581794128,-0.030122577565722612,-0.0720817540304538,-0.013371509983836169,-0.18468486210252816,-0.2819994085885367,-0.1898259854610832,-0.15879525901000346,-0.02619677323380315,-0.07394881901611906,-0.18097033737453067,0.05127138744911369,0.0464422892441064,0.024518409715336673,-0.13713727977807064,-0.14374238609274642,-0.04847908920291317,-0.11472809652254513,-0.022856814016418647,-0.04996355504184515,-0.055159536608870144,-0.08365387087840169,0.14522354800912202,0.10625364649922199,-0.07088240599961296,0.01566829853812468,-0.09722327066253236,-0.04284230746811574,-0.20175312148011137,-0.2491468694306171,-0.09206527495195602,0.0701692306437327,0.08080852743030877,0.02372355648284304,-0.03279769079274636,-0.1735297504029169,-0.17354667897535642,-0.11704815922569134,0.07015539258006553,0.10404358381422457,-0.12625947208743935,-0.06990728579795853,-0.054772734235108866,-0.08682432044938546,0.018457937535546733,0.1339672168679576,0.17375860090103906,-0.003673280096592721,-0.0718925406947137,-0.011649499362710168,0.1062058255998476,0.02217058585911616,-0.028255509994349705,-0.13359603452979152,-0.1983962169637204,-0.015198697963931987,0.17067934062392343,0.10529799224050232,0.12906008290897145,0.094906282942941,-0.03301848018759415,-0.006639162639294864,0.1570695277149411,0.09886665934544094,0.18411789293120973,-0.1660996492618367,-0.06711783176381093,0.003616624666381508,-0.012101893723588802,0.0005211169563662955,-0.19562187518381785,-0.14873348146484933,-0.015283763795401972,0.1724420163688849,0.06368039541088491,-0.07968331756854972,-0.11687747447302112,0.034098872199311306,0.08249001610751586,-0.007182447063780337,0.027236390079612073,0.029196196741049216,0.10953102366314665,-0.005408282207423468,-0.06224666756551381,-0.07874933536307888,-0.18325275033197075,-0.0720426874452344,0.022417711633144634,0.032470477223103866,-0.00742947956558206,-0.15421599937324193,-0.1420640167671359,0
-0.030561714147969182,-0.013988599650939092,-0.025679186552413174,0.1452624291891237,0.16962134253205435,0.026078555924817746,0.0355612581794128,-0.030122577565722612,-0.0720817540304538,-0.013371509983836169,-0.18468486210252816,-0.2819994085885367,-0.1898259854610832,-0.15879525901000346,-0.02619677323380315,-0.07394881901611906,-0.18097033737453067,0.05127138744911369,0.0464422892441064,0.024518409715336673,-0.13713727977807064,-0.14374238609274642,-0.04847908920291317,-0.11472809652254513,-0.022856814016418647,-0.04996355504184515,-0.055159536608870144,-0.08365387087840169,0.14522354800912202,0.10625364649922199,-0.07088240599961296,0.01566829853812468,-0.09722327066253236,-0.04284230746811574,-0.20175312148011137,-0.2491468694306171,-0.09206527495195602,0.0701692306437327,0.08080852743030877,0.02372355648284304,-0.03279769079274636,-0.1735297504029169,-0.17354667897535642,-0.11704815922569134,0.07015539258006553,0.10404358381422457,-0.12625947208743935,-0.06990728579795853,-0.054772734235108866,-0.08682432044938546,0.018457937535546733,0.1339672168679576,0.17375860090103906,-0.003673280096592721,-0.0718925406947137,-0.011649499362710168,0.1062058255998476,0.02217058585911616,-0.028255509994349705,-0.13359603452979152,-0.1983962169637204,-0.015198697963931987,0.17067934062392343,0.10529799224050232,0.12906008290897145,0.094906282942941,-0.03301848018759415,-0.006639162639294864,0.1570695277149411,0.09886665934544094,0.18411789293120973,-0.1660996492618367,-0.06711783176381093,0.003616624666381508,-0.012101893723588802,0.0005211169563662955,-0.19562187518381785,-0.14873348146484933,-0.015283763795401972,0.1724420163688849,0.06368039541088491,-0.07968331756854972,-0.11687747447302112,0.034098872199311306,0.08249001610751586,-0.007182447063780337,0.027236390079612073,0.029196196741049216,0.10953102366314665,-0.005408282207423468,-0.06224666756551381,-0.07874933536307888,-0.18325275033197075,-0.0720426874452344,0.022417711633144634,0.032470477223103866,-0.00742947956558206,-0.15421599937324193,-0.1420640167671359,-0.09104541487971957,0
-0.013988599650939092,-0.025679186552413174,0.1452624291891237,0.16962134253205435,0.026078555924817746,0.0355612581794128,-0.030122577565722612,-0.0720817540304538,-0.013371509983836169,-0.18468486210252816,-0.2819994085885367,-0.1898259854610832,-0.15879525901000346,-0.02619677323380315,-0.07394881901611906,-0.18097033737453067,0.05127138744911369,0.0464422892441064,0.024518409715336673,-0.13713727977807064,-0.14374238609274642,-0.04847908920291317,-0.11472809652254513,-0.022856814016418647,-0.04996355504184515,-0.055159536608870144,-0.08365387087840169,0.14522354800912202,0.10625364649922199,-0.07088240599961296,0.01566829853812468,-0.09722327066253236,-0.04284230746811574,-0.20175312148011137,-0.2491468694306171,-0.09206527495195602,0.0701692306437327,0.08080852743030877,0.02372355648284304,-0.03279769079274636,-0.1735297504029169,-0.17354667897535642,-0.11704815922569134,0.07015539258006553,0.10404358381422457,-0.12625947208743935,-0.06990728579795853,-0.054772734235108866,-0.08682432044938546,0.018457937535546733,0.1339672168679576,0.17375860090103906,-0.003673280096592721,-0.0718925406947137,-0.011649499362710168,0.1062058255998476,0.02217058585911616,-0.028255509994349705,-0.13359603452979152,-0.1983962169637204,-0.015198697963931987,0.17067934062392343,0.10529799224050232,0.12906008290897145,0.094906282942941,-0.03301848018759415,-0.006639162639294864,0.1570695277149411,0.09886665934544094,0.18411789293120973,-0.1660996492618367,-0.06711783176381093,0.003616624666381508,-0.012101893723588802,0.0005211169563662955,-0.19562187518381785,-0.14873348146484933,-0.015283763795401972,0.1724420163688849,0.06368039541088491,-0.07968331756854972,-0.11687747447302112,0.034098872199311306,0.08249001610751586,-0.007182447063780337,0.027236390079612073,0.029196196741049216,0.10953102366314665,-0.005408282207423468,-0.06224666756551381,-0.07874933536307888,-0.18325275033197075,-0.0720426874452344,0.022417711633144634,0.032470477223103866,-0.00742947956558206,-0.15421599937324193,-0.1420640167671359,-0.09104541487971957,-0.10621794000310615,0
-0.025679186552413174,0.1452624291891237,0.16962134253205435,0.026078555924817746,0.0355612581794128,-0.030122577565722612,-0.0720817540304538,-0.013371509983836169,-0.18468486210252816,-0.2819994085885367,-0.1898259854610832,-0.15879525901000346,-0.02619677323380315,-0.07394881901611906,-0.18097033737453067,0.05127138744911369,0.0464422892441064,0.024518409715336673,-0.13713727977807064,-0.14374238609274642,-0.04847908920291317,-0.11472809652254513,-0.022856814016418647,-0.04996355504184515,-0.055159536608870144,-0.08365387087840169,0.14522354800912202,0.10625364649922199,-0.07088240599961296,0.01566829853812468,-0.09722327066253236,-0.04284230746811574,-0.20175312148011137,-0.2491468694306171,-0.09206527495195602,0.0701692306437327,0.08080852743030877,0.02372355648284304,-0.03279769079274636,-0.1735297504029169,-0.17354667897535642,-0.11704815922569134,0.07015539258006553,0.10404358381422457,-0.12625947208743935,-0.06990728579795853,-0.054772734235108866,-0.08682432044938546,0.018457937535546733,0.1339672168679576,0.17375860090103906,-0.003673280096592721,-0.0718925406947137,-0.011649499362710168,0.1062058255998476,0.02217058585911616,-0.028255509994349705,-0.13359603452979152,-0.1983962169637204,-0.015198697963931987,0.17067934062392343,0.10529799224050232,0.12906008290897145,0.094906282942941,-0.03301848018759415,-0.006639162639294864,0.1570695277149411,0.09886665934544094,0.18411789293120973,-0.1660996492618367,-0.06711783176381093,0.003616624666381508,-0.012101893723588802,0.0005211169563662955,-0.19562187518381785,-0.14873348146484933,-0.015283763795401972,0.1724420163688849,0.06368039541088491,-0.07968331756854972,-0.11687747447302112,0.034098872199311306,0.08249001610751586,-0.007182447063780337,0.027236390079612073,0.029196196741049216,0.10953102366314665,-0.005408282207423468,-0.06224666756551381,-0.07874933536307888,-0.18325275033197075,-0.0720426874452344,0.022417711633144634,0.032470477223103866,-0.00742947956558206,-0.15421599937324193,-0.1420640167671359,-0.09104541487971957,-0.10621794000310615,-0.06446344979166818,0
0.1452624291891237,0.16962134253205435,0.026078555924817746,0.0355612581794128,-0.030122577565722612,-0.0720817540304538,-0.013371509983836169,-0.18468486210252816,-0.2819994085885367,-0.1898259854610832,-0.15879525901000346,-0.02619677323380315,-0.07394881901611906,-0.18097033737453067,0.05127138744911369,0.0464422892441064,0.024518409715336673,-0.13713727977807064,-0.14374238609274642,-0.04847908920291317,-0.11472809652254513,-0.022856814016418647,-0.04996355504184515,-0.055159536608870144,-0.08365387087840169,0.14522354800912202,0.10625364649922199,-0.07088240599961296,0.01566829853812468,-0.09722327066253236,-0.04284230746811574,-0.20175312148011137,-0.2491468694306171,-0.09206527495195602,0.0701692306437327,0.08080852743030877,0.02372355648284304,-0.03279769079274636,-0.1735297504029169,-0.17354667897535642,-0.11704815922569134,0.07015539258006553,0.10404358381422457,-0.12625947208743935,-0.06990728579795853,-0.054772734235108866,-0.08682432044938546,0.018457937535546733,0.1339672168679576,0.17375860090103906,-0.003673280096592721,-0.0718925406947137,-0.011649499362710168,0.1062058255998476,0.02217058585911616,-0.028255509994349705,-0.13359603452979152,-0.1983962169637204,-0.015198697963931987,0.17067934062392343,0.10529799224050232,0.12906008290897145,0.094906282942941,-0.03301848018759415,-0.006639162639294864,0.1570695277149411,0.09886665934544094,0.18411789293120973,-0.1660996492618367,-0.06711783176381093,0.003616624666381508,-0.012101893723588802,0.0005211169563662955,-0.19562187518381785,-0.14873348146484933,-0.015283763795401972,0.1724420163688849,0.06368039541088491,-0.07968331756854972,-0.11687747447302112,0.034098872199311306,0.08249001610751586,-0.007182447063780337,0.027236390079612073,0.029196196741049216,0.10953102366314665,-0.005408282207423468,-0.06224666756551381,-0.07874933536307888,-0.18325275033197075,-0.0720426874452344,0.022417711633144634,0.032470477223103866,-0.00742947956558206,-0.15421599937324193,-0.1420640167671359,-0.09104541487971957,-0.10621794000310615,-0.06446344979166818,0.023366750844203286,0
0.16962134253205435,0.026078555924817746,0.0355612581794128,-0.030122577565722612,-0.0720817540304538,-0.013371509983836169,-0.18468486210252816,-0.2819994085885367,-0.1898259854610832,-0.15879525901000346,-0.02619677323380315,-0.07394881901611906,-0.18097033737453067,0.05127138744911369,0.0464422892441064,0.024518409715336673,-0.13713727977807064,-0.14374238609274642,-0.04847908920291317,-0.11472809652254513,-0.022856814016418647,-0.04996355504184515,-0.055159536608870144,-0.08365387087840169,0.14522354800912202,0.10625364649922199,-0.07088240599961296,0.01566829853812468,-0.09722327066253236,-0.04284230746811574,-0.20175312148011137,-0.2491468694306171,-0.09206527495195602,0.0701692306437327,0.08080852743030877,0.02372355648284304,-0.03279769079274636,-0.1735297504029169,-0.17354667897535642,-0.11704815922569134,0.07015539258006553,0.10404358381422457,-0.12625947208743935,-0.06990728579795853,-0.054772734235108866,-0.08682432044938546,0.018457937535546733,0.1339672168679576,0.17375860090103906,-0.003673280096592721,-0.0718925406947137,-0.011649499362710168,0.1062058255998476,0.02217058585911616,-0.028255509994349705,-0.13359603452979152,-0.1983962169637204,-0.015198697963931987,0.17067934062392343,0.10529799224050232,0.12906008290897145,0.094906282942941,-0.03301848018759415,-0.006639162639294864,0.1570695277149411,0.09886665934544094,0.18411789293120973,-0.1660996492618367,-0.06711783176381093,0.003616624666381508,-0.012101893723588802,0.0005211169563662955,-0.19562187518381785,-0.14873348146484933,-0.015283763795401972,0.1724420163688849,0.06368039541088491,-0.07968331756854972,-0.11687747447302112,0.034098872199311306,0.08249001610751586,-0.007182447063780337,0.027236390079612073,0.029196196741049216,0.10953102366314665,-0.005408282207423468,-0.06224666756551381,-0.07874933536307888,-0.18325275033197075,-0.0720426874452344,0.022417711633144634,0.032470477223103866,-0.00742947956558206,-0.15421599937324193,-0.1420640167671359,-0.09104541487971957,-0.10621794000310615,-0.06446344979166818,0.023366750844203286,0.2197109007803435,0
0.026078555924817746,0.0355612581794128,-0.030122577565722612,-0.0720817540304538,-0.013371509983836169,-0.18468486210252816,-0.2819994085885367,-0.1898259854610832,-0.15879525901000346,-0.02619677323380315,-0.07394881901611906,-0.18097033737453067,0.05127138744911369,0.0464422892441064,0.024518409715336673,-0.13713727977807064,-0.14374238609274642,-0.04847908920291317,-0.11472809652254513,-0.022856814016418647,-0.04996355504184515,-0.055159536608870144,-0.08365387087840169,0.14522354800912202,0.10625364649922199,-0.07088240599961296,0.01566829853812468,-0.09722327066253236,-0.04284230746811574,-0.20175312148011137,-0.2491468694306171,-0.09206527495195602,0.0701692306437327,0.08080852743030877,0.02372355648284304,-0.03279769079274636,-0.1735297504029169,-0.17354667897535642,-0.11704815922569134,0.07015539258006553,0.10404358381422457,-0.12625947208743935,-0.06990728579795853,-0.054772734235108866,-0.08682432044938546,0.018457937535546733,0.1339672168679576,0.17375860090103906,-0.003673280096592721,-0.0718925406947137,-0.011649499362710168,0.1062058255998476,0.02217058585911616,-0.028255509994349705,-0.13359603452979152,-0.1983962169637204,-0.015198697963931987,0.17067934062392343,0.10529799224050232,0.12906008290897145,0.094906282942941,-0.03301848018759415,-0.006639162639294864,0.1570695277149411,0.09886665934544094,0.18411789293120973,-0.1660996492618367,-0.06711783176381093,0.003616624666381508,-0.012101893723588802,0.0005211169563662955,-0.19562187518381785,-0.14873348146484933,-0.015283763795401972,0.1724420163688849,0.06368039541088491,-0.07968331756854972,-0.11687747447302112,0.034098872199311306,0.08249001610751586,-0.007182447063780337,0.027236390079612073,0.029196196741049216,0.10953102366314665,-0.005408282207423468,-0.06224666756551381,-0.07874933536307888,-0.18325275033197075,-0.0720426874452344,0.022417711633144634,0.032470477223103866,-0.00742947956558206,-0.15421599937324193,-0.1420640167671359,-0.09104541487971957,-0.10621794000310615,-0.06446344979166818,0.023366750844203286,0.2197109007803435,0.15759383463638496,0
0.0355612581794128,-0.030122577565722612,-0.0720817540304538,-0.013371509983836169,-0.18468486210252816,-0.2819994085885367,-0.1898259854610832,-0.15879525901000346,-0.02619677323380315,-0.07394881901611906,-0.18097033737453067,0.05127138744911369,0.0464422892441064,0.024518409715336673,-0.13713727977807064,-0.14374238609274642,-0.04847908920291317,-0.11472809652254513,-0.022856814016418647,-0.04996355504184515,-0.055159536608870144,-0.08365387087840169,0.14522354800912202,0.10625364649922199,-0.07088240599961296,0.01566829853812468,-0.09722327066253236,-0.04284230746811574,-0.20175312148011137,-0.2491468694306171,-0.09206527495195602,0.0701692306437327,0.08080852743030877,0.02372355648284304,-0.03279769079274636,-0.1735297504029169,-0.17354667897535642,-0.11704815922569134,0.07015539258006553,0.10404358381422457,-0.12625947208743935,-0.06990728579795853,-0.054772734235108866,-0.08682432044938546,0.018457937535546733,0.1339672168679576,0.17375860090103906,-0.003673280096592721,-0.0718925406947137,-0.011649499362710168,0.1062058255998476,0.02217058585911616,-0.028255509994349705,-0.13359603452979152,-0.1983962169637204,-0.015198697963931987,0.17067934062392343,0.10529799224050232,0.12906008290897145,0.094906282942941,-0.03301848018759415,-0.006639162639294864,0.1570695277149411,0.09886665934544094,0.18411789293120973,-0.1660996492618367,-0.06711783176381093,0.003616624666381508,-0.012101893723588802,0.0005211169563662955,-0.19562187518381785,-0.14873348146484933,-0.015283763795401972,0.1724420163688849,0.06368039541088491,-0.07968331756854972,-0.11687747447302112,0.034098872199311306,0.08249001610751586,-0.007182447063780337,0.027236390079612073,0.029196196741049216,0.10953102366314665,-0.005408282207423468,-0.06224666756551381,-0.07874933536307888,-0.18325275033197075,-0.0720426874452344,0.022417711633144634,0.032470477223103866,-0.00742947956558206,-0.15421599937324193,-0.1420640167671359,-0.09104541487971957,-0.10621794000310615,-0.06446344979166818,0.023366750844203286,0.2197109007803435,0.15759383463638496,0.07708305732829593,0
-0.030122577565722612,-0.0720817540304538,-0.013371509983836169,-0.18468486210252816,-0.2819994085885367,-0.1898259854610832,-0.15879525901000346,-0.02619677323380315,-0.07394881901611906,-0.18097033737453067,0.05127138744911369,0.0464422892441064,0.024518409715336673,-0.13713727977807064,-0.14374238609274642,-0.04847908920291317,-0.11472809652254513,-0.022856814016418647,-0.04996355504184515,-0.055159536608870144,-0.08365387087840169,0.14522354800912202,0.10625364649922199,-0.07088240599961296,0.01566829853812468,-0.09722327066253236,-0.04284230746811574,-0.20175312148011137,-0.2491468694306171,-0.09206527495195602,0.0701692306437327,0.08080852743030877,0.02372355648284304,-0.03279769079274636,-0.1735297504029169,-0.17354667897535642,-0.11704815922569134,0.07015539258006553,0.10404358381422457,-0.12625947208743935,-0.06990728579795853,-0.054772734235108866,-0.08682432044938546,0.018457937535546733,0.1339672168679576,0.17375860090103906,-0.003673280096592721,-0.0718925406947137,-0.011649499362710168,0.1062058255998476,0.02217058585911616,-0.028255509994349705,-0.13359603452979152,-0.1983962169637204,-0.015198697963931987,0.17067934062392343,0.10529799224050232,0.12906008290897145,0.094906282942941,-0.03301848018759415,-0.006639162639294864,0.1570695277149411,0.09886665934544094,0.18411789293120973,-0.1660996492618367,-0.06711783176381093,0.003616624666381508,-0.012101893723588802,0.0005211169563662955,-0.19562187518381785,-0.14873348146484933,-0.015283763795401972,0.1724420163688849,0.06368039541088491,-0.07968331756854972,-0.11687747447302112,0.034098872199311306,0.08249001610751586,-0.007182447063780337,0.027236390079612073,0.029196196741049216,0.10953102366314665,-0.005408282207423468,-0.06224666756551381,-0.07874933536307888,-0.18325275033197075,-0.0720426874452344,0.022417711633144634,0.032470477223103866,-0.00742947956558206,-0.15421599937324193,-0.1420640167671359,-0.09104541487971957,-0.10621794000310615,-0.06446344979166818,0.023366750844203286,0.2197109007803435,0.15759383463638496,0.07708305732829593,0.005473404351665578,0
-0.0720817540304538,-0.013371509983836169,-0.18468486210252816,-0.2819994085885367,-0.1898259854610832,-0.15879525901000346,-0.02619677323380315,-0.07394881901611906,-0.18097033737453067,0.05127138744911369,0.0464422892441064,0.024518409715336673,-0.13713727977807064,-0.14374238609274642,-0.04847908920291317,-0.11472809652254513,-0.022856814016418647,-0.04996355504184515,-0.055159536608870144,-0.08365387087840169,0.14522354800912202,0.10625364649922199,-0.07088240599961296,0.01566829853812468,-0.09722327066253236,-0.04284230746811574,-0.20175312148011137,-0.2491468694306171,-0.09206527495195602,0.0701692306437327,0.08080852743030877,0.02372355648284304,-0.03279769079274636,-0.1735297504029169,-0.17354667897535642,-0.11704815922569134,0.07015539258006553,0.10404358381422457,-0.12625947208743935,-0.06990728579795853,-0.054772734235108866,-0.08682432044938546,0.018457937535546733,0.1339672168679576,0.17375860090103906,-0.003673280096592721,-0.0718925406947137,-0.011649499362710168,0.1062058255998476,0.02217058585911616,-0.028255509994349705,-0.13359603452979152,-0.1983962169637204,-0.015198697963931987,0.17067934062392343,0.10529799224050232,0.12906008290897145,0.094906282942941,-0.03301848018759415,-0.006639162639294864,0.1570695277149411,0.09886665934544094,0.18411789293120973,-0.1660996492618367,-0.06711783176381093,0.003616624666381508,-0.012101893723588802,0.0005211169563662955,-0.19562187518381785,-0.14873348146484933,-0.015283763795401972,0.1724420163688849,0.06368039541088491,-0.07968331756854972,-0.11687747447302112,0.034098872199311306,0.08249001610751586,-0.007182447063780337,0.027236390079612073,0.029196196741049216,0.10953102366314665,-0.005408282207423468,-0.06224666756551381,-0.07874933536307888,-0.18325275033197075,-0.0720426874452344,0.022417711633144634,0.032470477223103866,-0.00742947956558206,-0.15421599937324193,-0.1420640167671359,-0.09104541487971957,-0.10621794000310615,-0.06446344979166818,0.023366750844203286,0.2197109007803435,0.15759383463638496,0.07708305732829593,0.005473404351665578,-0.20701255103947877,0
