0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,window_label,task
0.8188400049828148,0.8540921059435029,0.853629280944525,0.9014073580222932,0.8967642699967011,0.3135290453932124,0.3149310869141994,0.355849392612913,0.3788509760944932,0.3463221013482228,0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.0,1
0.8540921059435029,0.853629280944525,0.9014073580222932,0.8967642699967011,0.3135290453932124,0.3149310869141994,0.355849392612913,0.3788509760944932,0.3463221013482228,0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.0,1
0.853629280944525,0.9014073580222932,0.8967642699967011,0.3135290453932124,0.3149310869141994,0.355849392612913,0.3788509760944932,0.3463221013482228,0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.0,1
0.9014073580222932,0.8967642699967011,0.3135290453932124,0.3149310869141994,0.355849392612913,0.3788509760944932,0.3463221013482228,0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.0,1
0.8967642699967011,0.3135290453932124,0.3149310869141994,0.355849392612913,0.3788509760944932,0.3463221013482228,0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.0,1
0.3135290453932124,0.3149310869141994,0.355849392612913,0.3788509760944932,0.3463221013482228,0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.0,1
0.3149310869141994,0.355849392612913,0.3788509760944932,0.3463221013482228,0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.0,1
0.355849392612913,0.3788509760944932,0.3463221013482228,0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.5016662794730027,0.0,1
0.3788509760944932,0.3463221013482228,0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.5016662794730027,0.5097156499498997,0.0,1
0.3463221013482228,0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.5016662794730027,0.5097156499498997,0.5222220077917334,0.0,1
0.3456182690656001,0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.5016662794730027,0.5097156499498997,0.5222220077917334,0.142611744209239,0.0,1
0.3714325195109548,0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.5016662794730027,0.5097156499498997,0.5222220077917334,0.142611744209239,0.1549583840264659,0.0,1
0.3536887123111271,0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.5016662794730027,0.5097156499498997,0.5222220077917334,0.142611744209239,0.1549583840264659,0.1409322698771326,0.0,1
0.3563873251685349,0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.5016662794730027,0.5097156499498997,0.5222220077917334,0.142611744209239,0.1549583840264659,0.1409322698771326,0.1431989065332584,0.0,1
0.3964476249676008,0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.5016662794730027,0.5097156499498997,0.5222220077917334,0.142611744209239,0.1549583840264659,0.1409322698771326,0.1431989065332584,0.1637376143170682,0.0,1
0.5801128158600533,0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.5016662794730027,0.5097156499498997,0.5222220077917334,0.142611744209239,0.1549583840264659,0.1409322698771326,0.1431989065332584,0.1637376143170682,0.1427679689670937,0.0,1
0.5321319704963072,0.4832257712509054,0.4767599630619465,0.5233924522731236,0.5141666415198185,0.4683511514021893,0.4707970758177469,0.472851488249188,0.437898992465812,0.4765068848947702,0.5016662794730027,0.5097156499498997,0.5222220077917334,0.142611744209239,0.1549583840264659,0.1409322698771326,0.1431989065332584,0.1637376143170682,0.1427679689670937,0.1526206842271283,0.0,1
