0,1,target,task
0.8188400049828148,0.3964248869748665,0,1
0.8540921059435029,0.3584487362643157,0,1
0.853629280944525,0.3961224151203795,0,1
0.9014073580222932,0.4160977263275288,0,1
0.8967642699967011,0.4576836553032009,0,1
0.3135290453932124,0.4576836553032009,0,1
0.3149310869141994,0.4770805760099549,0,1
0.355849392612913,0.4545018500987175,1,1
0.3788509760944932,0.417113278583734,1,1
0.3463221013482228,0.3930368650101192,1,1
0.3456182690656001,0.4276308431620069,1,1
0.3714325195109548,0.4723950153437814,1,1
0.3536887123111271,0.5108257200449275,1,1
0.3563873251685349,0.4932594684581161,1,1
0.3964476249676008,0.4769110374857787,1,1
0.5801128158600533,0.4769110374857787,1,1
0.5321319704963072,0.4879714399410098,1,1
0.4832257712509054,0.4989786958901736,0,1
0.4767599630619465,0.510770889333927,0,1
0.5233924522731236,0.5438083907783564,0,1
0.5141666415198185,0.5099227710303629,0,1
0.4683511514021893,0.4680862842546621,0,1
0.4707970758177469,0.4447837044831034,0,1
0.472851488249188,0.4418740819677693,0,1
0.437898992465812,0.4145934839522988,0,1
0.4765068848947702,0.3769906188952205,0,1
0.5016662794730027,0.3392697792727659,0,1
0.5097156499498997,0.2994060989617799,0,1
0.5222220077917334,0.2527725606336776,0,1
0.142611744209239,0.2527725606336776,0,1
0.1549583840264659,0.2762949793468929,0,1
0.1409322698771326,0.25614528630728,1,1
0.1431989065332584,0.2112127053269265,1,1
0.1637376143170682,0.239791308589953,1,1
0.1427679689670937,0.2835408462027798,1,1
0.1526206842271283,0.2572106324729538,1,1
0.1715313166175186,0.2927447813620804,1,1
0.4381524227664017,0.2927447813620804,1,1
0.3977494554765881,0.2445017484573924,1,1
0.3634636809831919,0.2210813899185486,0,1
0.3257861067014036,0.2130081448269475,0,1
0.2823850832198309,0.2125293637570164,0,1
0.2581500303376342,0.2464948434350391,0,1
0.2930530932293034,0.254143822508254,0,1
0.1225641518518902,0.254143822508254,0,1
0.098276073249023,0.2570443101788606,0,1
0.1157899047194223,0.2424504026003847,1,1
0.1121122985733538,0.2373342182535131,1,1
0.11195119035593,0.2092799587743146,1,1
0.1571152766873133,0.2406393861021603,1,1
0.3391108128326103,0.2406393861021603,1,1
0.2984834469625868,0.2455733515954071,1,1
0.3420985240200266,0.2823508781274597,0,1
0.3867277821665085,0.3084921560506677,0,1
0.3796158214190033,0.2638073445324858,0,1
0.3767970815052641,0.238273703946019,0,1
0.4216527072359795,0.2399349630703223,0,1
0.4633439202037853,0.2402392918017533,0,1
0.488966240810313,0.206792042014434,0,1
0.4564905225940742,0.1954840352151773,0,1
0.05565868956169,0.1954840352151773,0,1
0.0438296165494309,0.1699423380441283,0,1
0.0518589633802221,0.1414723487617687,1,1
0.2526937076914389,0.1414723487617687,1,1
0.292959748608353,0.1629653325789741,1,1
0.2685715145846286,0.1313817068494249,0,1
0.2562739540345801,0.1352340967160496,0,1
0.3014233490619832,0.1835011813381087,0,1
0.3490188745020705,0.2228836104831872,0,1
0.3556097210239786,0.207893900214985,0,1
0.073858440642707,0.207893900214985,0,1
0.0627705879052729,0.1819705207805603,0,1
0.0615124467628022,0.1709620724137073,1,1
0.0705916250721719,0.1297125774047066,1,1
0.0642279790203544,0.1380813220838673,1,1
0.0307604743596626,0.155906600393223,1,1
0.0756975640941455,0.2021764093944199,1,1
0.0548516784792048,0.1656917338307038,1,1
0.0648864454768123,0.1285792474858181,1,1
0.2714044123245409,0.1285792474858181,1,1
0.2657719555162965,0.0954262242808713,1,1
0.2820681181100261,0.1345256230717386,0,1
0.2521822136905047,0.0956989600861609,0,1
0.290668710299973,0.1425095230904262,0,1
0.2797316097151248,0.1748448401512979,0,1
0.2612397394195785,0.2133766167777137,0,1
0.284482421382969,0.2257511303541814,0,1
0.3090888626985192,0.2719763659717512,0,1
0.1677623226767312,0.2719763659717512,0,1
0.2165074025782071,0.2413092906232542,0,1
0.2457776363675565,0.2032380160022286,0,1
0.2139161743771848,0.187015836218859,0,1
0.2030469645742427,0.2066677763862109,1,1
0.1572266887347083,0.2076207163983647,1,1
0.1567874546726575,0.1652326459808085,1,1
0.1512223919285202,0.1241680369489592,1,1
0.1589465822385366,0.1203017004663433,1,1
0.1276808968228673,0.1161089099360535,0,1
0.1206507224757648,0.1090445426901978,0,1
0.0988605891695319,0.0864307609837915,0,1
-0.0204689315543726,0.0864307609837915,0,1
-0.0196248602271727,0.1081637958028377,0,1
0.0130060386848945,0.0907300708393348,1,1
0.0183064320675491,0.0640787959854882,1,1
0.0297212139814574,0.1050102122724494,1,1
0.2162674850226603,0.1050102122724494,1,1
0.2205303803552797,0.0775142770164143,1,1
0.197589551377107,0.077413674740964,0,1
0.2102573479873552,0.1187937947416919,0,1
0.1664924672119635,0.1665865812892272,0,1
0.1243388438462897,0.1329511855931633,0,1
0.0899604998064471,0.1621552577889827,0,1
0.0399926563899907,0.1195295998877361,1,1
0.0686503256263579,0.0990781286010393,1,1
0.0307995623468035,0.1097399934037895,1,1
0.0366789271726421,0.1017487703031711,1,1
0.0786751369664789,0.0796257044307873,1,1
0.0348899231686162,0.0533851157143238,1,1
0.0628445046956225,0.0480717715084653,1,1
0.0866767602895228,0.0587631482450112,1,1
0.081177879888702,0.0404903546657673,0,1
0.0636207788510867,0.0721757462424005,0,1
0.0472163462391933,0.0277584219363279,0,1
0.0960678920169625,0.0641591793881116,0,1
0.0914549537833001,0.0206123635138148,0,1
0.0426616581762925,0.0597359603136407,0,1
0.082302125309774,0.0339210577131929,0,1
0.0574910549289822,0.0653004791548471,0,1
0.0850672631266284,0.1125828304432988,1,1
0.0702953758621481,0.1087219323580071,1,1
0.0380778476110942,0.0698502327092218,1,1
0.0425417391657549,0.0969137921033648,1,1
0.0758830538710513,0.0843049666902583,1,1
0.0804666804611411,0.0345054847336686,1,1
0.0677179905989145,0.0540968538606533,1,1
0.1080304339092772,0.0076633198701664,0,1
0.1277514945039067,0.0201827607636848,0,1
0.1215235506688451,0.0682940024684099,0,1
0.1400263961796708,0.1052303644301405,0,1
0.1509558499576329,0.0889998191488039,0,1
0.1820890882017907,0.1342274779755277,0,1
0.2303866240264882,0.1224015737150975,0,1
0.0116320085307141,0.1224015737150975,0,1
0.0506532305428469,0.1213962136669474,0,1
0.0976087208688264,0.1109604285116496,1,1
0.1120939103869515,0.1463144763477604,1,1
0.1167925581401238,0.1084969987438218,1,1
0.126287050306918,0.1506190299103741,1,1
0.1607429078455088,0.1869584919634352,1,1
0.1519707051545897,0.158812863302889,1,1
0.1798728669189844,0.1557842133509651,1,1
0.223400554257757,0.124574384715885,1,1
0.2196865421782653,0.1377764203286719,0,1
0.189040365767304,0.161272407007204,0,1
0.1717971556264444,0.1117144066621246,0,1
0.1280661716221107,0.1503972523898285,0,1
0.0869210799104208,0.1162486977181301,0,1
0.0730790195268985,0.1414008878960531,1,1
0.0537006572055386,0.1452595187640849,1,1
0.0391104107325941,0.1918184011385991,1,1
0.0462343160937041,0.2404966925747211,1,1
0.0560824099320797,0.2540527385956155,1,1
0.0264099199733917,0.2144940584885875,1,1
0.0609244651660108,0.2619849198934819,1,1
0.0946286034374805,0.3104956034105253,1,1
0.4291461169065166,0.3104956034105253,1,1
0.3933734701493565,0.3248224157351468,1,1
0.3867307135087223,0.2793133196731873,0,1
0.1702085864788655,0.2793133196731873,0,1
0.1557027612770078,0.2811645709603176,0,1
0.1179102673711801,0.2874656393905779,1,1
0.1644526851250023,0.2447737409477482,1,1
0.1502044174613766,0.286263200167686,1,1
0.1138288751476348,0.3192213310975661,1,1
0.1496389132304937,0.2828736750749011,1,1
0.4012179546893012,0.2828736750749011,1,1
0.443296186967348,0.2981713513543299,1,1
0.4330917680246492,0.252918291227608,0,1
0.414092894006059,0.2897453318474856,0,1
0.1471873048534876,0.2897453318474856,0,1
0.107605035699566,0.2449642746487113,0,1
0.0604127423470036,0.26964574703378,1,1
0.0533289805616995,0.2622659123205737,1,1
0.0447864542646985,0.2406894817605033,1,1
0.3835490352587603,0.2406894817605033,1,1
0.3786957153896663,0.2278874389342351,1,1
0.3777769171700316,0.1862622061372552,0,1
0.3964575170506151,0.1478450421470258,0,1
0.0431202185010685,0.1478450421470258,0,1
0.0828019595863155,0.1635953631593525,0,1
0.131439491310168,0.1955241641823253,1,1
0.0972962625148545,0.1621597878304005,1,1
0.0787671240955578,0.163690287701357,1,1
0.0979047883741395,0.1576233432841958,1,1
0.1450786952489642,0.1614062846638307,1,1
0.1137713461927718,0.1191361573168888,1,1
0.2615158385675371,0.1191361573168888,1,1
0.2446832379282731,0.1538622204722194,1,1
0.2645482210993054,0.1950754376483454,0,1
0.2502377884031102,0.1917912362005041,0,1
0.2845330073837578,0.2157640659913116,0,1
0.2935002604594695,0.1786404620753323,0,1
0.289411149285643,0.2230007597087228,0,1
0.2486784401745025,0.23892009940957,0,1
0.2124290298444976,0.2504066021093851,0,1
0.2160051140941527,0.2761374225977405,0,1
0.2573033233339082,0.2648105093690966,1,1
0.2127697996443498,0.3000187810932928,1,1
0.166593305993879,0.2563965351745093,1,1
0.1677000637759484,0.2407561151973379,1,1
0.1575530310367847,0.2487729271991737,1,1
0.2041630820679536,0.2122797504928424,1,1
0.2299749348960388,0.1880693901425422,1,1
0.2060509335656855,0.2077094837031192,1,1
0.1773514525679796,0.1585220420923718,1,1
0.1482904767366857,0.2060256368001094,1,1
0.1144336606983442,0.2209024808423476,1,1
0.1367363005577148,0.2156260944008328,1,1
0.1429939128108954,0.2492180566263762,1,1
0.0958903923516006,0.2930548492557059,1,1
0.0696509704072633,0.2806218279689194,1,1
0.0962669906465048,0.2590244555860984,1,1
0.0610576177873247,0.2656925003634794,1,1
0.0537145099569309,0.2341393157808052,1,1
0.0722232384675688,0.2124448080138483,1,1
0.3236283607618972,0.2124448080138483,1,1
0.3570901956830069,0.1954767382038926,1,1
0.377157484513739,0.1871139846377119,0,1
0.3855002354606959,0.1549031262383947,0,1
0.3849466210058951,0.1052530457415995,0,1
0.3436112211436042,0.1157422118082049,0,1
0.3230699869774917,0.1106932546580923,0,1
0.3559925194033625,0.0712979050346584,0,1
-0.075547232310882,0.0712979050346584,0,1
-0.0528048192504787,0.0344276120298582,0,1
